FIPS,city,name,State,area_land,pop_white,pop_black,pop_native,pop_asian,pop_hawaiian,pop_other_race,pop_two_races,average_household_size,pop_over_25,educ_less_hs,educ_hs,educ_some_college,educ_ba,educ_ma,educ_prof_school,educ_doctorate,hs_droput,hs_enrolled,pop_16_over,labor_force,unemployed,not_in_labor_force,total_employed,total_households,income_less_10000,"income_$10,000_$14,999","income $15,000 to $19,999","income $20,000 to $24,999","income $25,000 to $29,999","income $30,000 to $34,999","income$35,000 to $39,999","income $40,000 to $44,999","income$45,000 to $49,999","income $50,000 to $59,999","income $60,000 to $74,999","income $75,000 to $99,999","income $100,000 to $124,999","income $125,000 to $149,999","income  $150,000 to $199,999","income $200,000 or More",median_household_income,median_income_black,median_income_black,median_income_asian,median_income_pacific_island,median_income_other_race,median_income_two_races,median_income_hispanic,median_income_white,per_capita_income,gini_index,Owner Occupied Housing Units,owner_housing_white,owner_housing_non_white,Median Gross Rent,avg_rent,paying_30_home,paying_at_least_50,avg_commute,poverty_overall,poverty_male,poverty_female
22140,Farmington,"Farmington, NM Metro Area",NM,5517.202742,66357,816,50524,988,75,5319,3376,2.91,81510,12887,25023,31215,7030,4124,666,565,495,6483,96618,55819,4986,40799,50732,43134,3723,2529,2320,2484,2235,2166,2340,1972,1574,3467,4031,6037,3571,1944,1706,1035,50582,42019,36342,55721,,47527,53214,45472,61479,23206,0.4518,30986,16700,14286,811,767.1962463,5444,2104,24,26707,12807,13900
22180,Fayetteville,"Fayetteville, NC Metro Area",NC,1042.678795,191780,140244,9085,9104,1027,12033,22072,2.59,238921,23770,61728,95899,37791,15294,2534,1905,748,20273,297873,190405,14401,107468,144887,142140,12025,8174,7357,8937,9329,8521,7531,7855,7187,12058,14172,16798,9537,5239,4492,2928,45958,38895,31681,51904,48438,32818,47662,37339,53403,23797,0.4433,75383,40548,34835,920,888.2064802,18984,7829,22,68443,29473,38970
22220,Fayetteville-Springdale-Rogers,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",AR,3163.305838,440040,13045,6826,16048,6959,27352,16142,2.65,333084,46663,96620,86482,65625,26063,7302,4329,1113,30692,405763,261042,9466,144721,251346,194529,11377,9199,8595,10364,10408,9104,9939,9545,9024,16846,20388,22649,15836,9763,10185,11307,55121,35531,40808,80905,36862,45025,45675,45611,58158,29737,0.4772,118885,101839,17046,803,808.2676749,18456,6658,21,69583,32112,37471
22260,Fergus Falls,"Fergus Falls, MN Micro Area",MN,1971.848444,55217,802,296,349,9,457,862,2.35,41264,3181,12109,15613,7310,2096,595,360,94,2565,46807,29186,984,17621,28193,24226,1190,1225,1181,1105,1129,1274,1257,1275,1072,1983,2859,3505,2171,1159,954,887,57131,18426,51797,61023,,87708,32833,53512,57876,30846,0.4283,19100,18563,537,669,653.160359,3852,1490,21,5250,2421,2829
22280,Fernley,"Fernley, NV Micro Area",NV,2001.234415,45271,537,1556,593,84,3099,2015,2.58,38127,4907,12395,15496,3711,1262,216,140,236,2154,42956,24153,2083,18803,21969,20528,1007,1160,658,1178,962,866,1026,1165,1036,1811,2577,2927,2142,1033,506,474,55493,87917,32583,56250,,52708,53231,52314,56544,26855,0.3962,14524,12117,2407,976,900.0499667,3250,1054,29,6159,2745,3414
22300,Findlay,"Findlay, OH Micro Area",OH,531.3132138,69969,1150,43,1459,0,1030,2039,2.31,51617,3999,18696,15157,8629,4122,614,400,52,4276,60730,40297,1718,20433,38531,31887,1701,1091,1383,1495,1675,2274,1577,1435,1306,3127,3473,4225,2717,1666,1521,1221,55644,49500,,,,,40833,37801,56776,30794,0.432,22074,21123,951,747,758.860695,3440,1233,17,8545,3600,4945
22340,Fitzgerald,"Fitzgerald, GA Micro Area",GA,250.1221535,10375,6286,0,18,9,277,189,2.56,11400,1977,5044,3009,843,360,110,57,88,951,13359,6634,314,6725,6313,6569,755,867,517,403,426,501,326,369,377,520,541,439,278,141,59,50,32705,20692,,,,38702,,32333,48093,17563,0.4607,3905,2542,1363,626,576.2387387,935,358,17,5304,2148,3156
22380,Flagstaff,"Flagstaff, AZ Metro Area",AZ,18618.67409,89502,1869,37388,2908,176,3866,4508,2.68,82119,8515,17604,26746,17349,8488,1655,1762,271,14240,114113,71820,5390,42293,66310,47276,3867,2467,2181,2296,2292,1925,2098,2008,1745,3864,4791,6491,3882,2611,2391,2367,57616,24479,42098,40530,78097,57292,46883,52842,64741,26387,0.4654,28637,18743,9894,1131,1064.424057,5489,2459,18,24168,11864,12304
22420,Flint,"Flint, MI Metro Area",MI,636.9634701,306623,81213,1510,4253,130,2051,13581,2.41,278730,26624,88970,104807,37050,16347,3356,1576,931,20340,326640,188362,18467,138278,169798,167889,14586,10084,9502,10484,9001,9740,8338,8939,8068,14216,16728,18433,11520,6955,6360,4935,47006,29527,36908,110042,,39628,38920,45333,52242,26386,0.465,116693,95584,21109,755,753.7834987,26110,11145,26,80183,35735,44448
22500,Florence,"Florence, SC Metro Area",SC,1361.147039,112779,86271,638,2111,119,769,3127,2.56,139171,22618,47073,40096,18750,7783,1370,1481,482,9841,162927,95784,8629,67143,87049,78643,7856,5444,5250,5302,4925,4679,3940,3945,2987,5919,7791,7986,4784,3392,2496,1947,41851,31057,,56033,,52717,35893,34237,54167,23985,0.4838,52599,35189,17410,723,643.4188297,10229,4064,23,40409,16617,23792
22520,Florence-Muscle Shoals,"Florence-Muscle Shoals, AL Metro Area",AL,1260.758101,123849,17979,784,879,90,902,2597,2.39,102067,13995,36739,28912,13976,6467,1062,916,247,7101,120435,66353,3664,54082,62566,60313,4746,3647,4196,3856,3760,2968,2960,3122,2673,4862,6756,7002,4016,2260,1913,1576,46683,30252,80750,,,,34186,31651,49362,26348,0.4613,42225,37803,4422,670,599.3863335,7380,3013,23,22488,9289,13199
22540,Fond du Lac,"Fond du Lac, WI Metro Area",WI,719.5656629,95324,1416,513,1367,11,1731,1953,2.39,71153,5889,26061,23083,11354,3661,572,533,70,5002,82623,55542,2077,27081,53443,41346,1756,1885,1702,1943,2044,2003,1825,2217,1802,3744,5030,6033,3841,2606,1802,1113,59373,,87500,64375,,52568,50833,47031,60296,30454,0.418,29448,28575,873,738,770.9194823,5495,2136,20,8920,3954,4966
22580,Forest City,"Forest City, NC Micro Area",NC,565.43748,57410,6455,338,293,13,834,1189,2.48,47424,8245,15142,15844,5506,1976,440,271,160,3336,54391,28892,2410,25499,26422,26345,2234,2138,2346,1769,1590,1529,1472,1400,1411,1945,2787,2505,1488,561,510,660,40347,21474,46973,,,72733,25625,50239,41777,22493,0.4601,18787,17080,1707,639,604.2868484,3610,1524,26,11731,4516,7215
22620,Forrest City,"Forrest City, AR Micro Area",AR,634.8031759,10743,14624,151,152,0,347,277,2.45,18340,3550,7120,5723,1110,650,131,56,65,1151,21205,9449,752,11756,8697,9319,1397,979,647,579,474,534,590,604,408,898,837,543,313,202,178,136,35356,30498,,,,19511,37344,,40531,17491,0.4729,5321,2978,2343,612,527.3636818,868,385,19,6052,2709,3343
22660,Fort Collins,"Fort Collins, CO Metro Area",CO,2595.768011,309269,3275,2322,7505,309,4949,10532,2.46,221161,9389,42507,66792,61002,29109,4973,7389,538,19717,278231,187008,9383,91223,177391,133527,6773,4417,4915,6033,5972,5071,6321,5127,5096,10033,13194,18778,14036,8847,10003,8911,67664,50920,47377,58853,,53152,66384,53109,70121,35390,0.4497,86247,78049,8198,1228,1231.190778,18322,7339,23,39489,18917,20572
22700,Fort Dodge,"Fort Dodge, IA Micro Area",IA,715.7087431,33673,1739,125,486,6,172,556,2.23,24745,2274,8433,9181,3563,876,182,236,107,2261,29910,17836,796,12074,17033,15208,1065,931,991,1073,1004,1004,872,769,679,1065,1644,1739,1089,515,457,311,44261,23088,,62945,,27000,35938,48839,44806,25243,0.4431,10260,9699,561,627,647.5949879,1779,724,17,5194,2113,3081
22780,Fort Leonard Wood,"Fort Leonard Wood, MO Micro Area",MO,547.1116005,39219,6480,535,1447,160,2042,2708,2.88,29000,2492,8010,10989,4779,2520,62,148,75,6102,42298,29680,1583,12618,16357,15026,1007,624,530,836,693,930,846,928,854,1471,2176,1638,1210,790,350,143,51665,41850,,,,36761,71792,52727,51408,22018,0.3836,7315,6084,1231,976,904.6816237,1711,649,19,6236,3025,3211
22800,Fort Madison-Keokuk,"Fort Madison-Keokuk, IA-IL-MO Micro Area",IA,1815.875323,56605,1054,109,303,0,198,1184,2.36,42250,3520,17071,14413,5094,1672,281,199,184,2455,48084,29276,1889,18808,27322,24539,1486,1318,1388,1570,1599,1351,1207,1279,1129,2081,2888,3503,1681,864,703,492,49699,14364,44318,55714,,103259,32250,62708,50168,26540,0.4255,18742,18056,686,630,610.1086769,2853,976,21,8090,3523,4567
22820,Fort Morgan,"Fort Morgan, CO Micro Area",CO,1280.485315,24964,954,112,166,37,1036,988,2.58,18355,3657,5709,5758,2053,861,254,63,176,1328,21640,13818,611,7822,13191,10785,613,534,431,681,474,731,537,648,551,958,1308,1536,860,462,285,176,51626,42905,,65809,,61102,42122,48814,54994,24189,0.4014,6935,5260,1675,775,775.4285714,1641,557,19,2787,1068,1719
22840,Fort Payne,"Fort Payne, AL Micro Area",AL,777.0987665,60972,1004,934,140,621,5899,1630,2.69,47876,12394,15956,13441,3557,1822,433,273,222,3648,55947,29993,1351,25954,28637,26132,2682,1891,2128,1740,1789,1673,1352,1425,964,2298,2548,2374,1673,546,450,599,39233,35101,48264,68096,,23232,35547,26456,40935,21004,0.4748,18604,16318,2286,619,493.4909671,3016,1065,24,15500,6894,8606
22860,Fort Polk South,"Fort Polk South, LA Micro Area",LA,1327.91759,38648,7437,646,1073,223,1195,1785,2.74,30714,3929,11496,10116,3571,1229,229,144,114,2665,39222,24313,1698,14909,17127,17801,1351,1026,922,1273,1013,1082,879,920,1045,1379,1991,2037,1070,823,627,363,47772,37368,26667,34583,88125,46635,44934,45806,51031,23763,0.4419,9381,7735,1646,961,858.2066508,1215,520,21,8344,3676,4668
22900,Fort Smith,"Fort Smith, AR-OK Metro Area",AR,3385.649886,215149,11681,16655,7332,58,13785,16541,2.56,188409,31769,67216,57514,21444,7584,1653,1229,826,13964,221007,124606,6882,96401,117474,108114,8817,7414,7760,7155,7295,6653,5975,5563,5122,8712,10184,11742,7152,3882,2458,2230,42553,28639,39554,47705,26625,32288,38051,33688,44479,23279,0.4646,72493,59178,13315,675,642.3879172,12416,4604,21,55212,25209,30003
23060,Fort Wayne,"Fort Wayne, IN Metro Area",IN,1360.989089,352678,42528,855,13982,155,6339,15075,2.53,281904,29136,85664,91317,49781,19120,4504,2382,1279,21708,333168,221414,11422,111754,209828,167922,9503,7487,8472,8790,9183,9113,8742,8181,7679,14924,19430,23060,13287,7704,6517,5850,54158,29040,24095,51473,47375,40073,37942,41378,58763,28314,0.4447,117863,103947,13916,739,747.3181646,17173,6221,22,57788,25591,32197
23140,Frankfort,"Frankfort, IN Micro Area",IN,405.0672173,30202,355,91,102,45,1220,286,2.64,21208,2920,9343,5415,2394,969,132,35,79,1590,24742,15914,766,8828,15129,12007,499,444,569,761,759,765,677,591,615,1072,1475,1650,1120,512,255,243,52488,,,,,31730,29659,33494,54817,24276,0.3888,8601,7705,896,707,683.8813858,1277,460,24,3930,1668,2262
23180,Frankfort,"Frankfort, KY Micro Area",KY,409.9624492,62686,5345,81,991,38,1056,2313,2.39,50511,5580,16380,14944,8496,4124,666,321,80,3589,58548,37086,2336,21462,34710,29502,1585,1156,1373,1209,1333,2036,1468,1584,1477,2804,3470,4080,2639,1426,1193,669,54855,39177,,61806,,,34535,43558,57121,28047,0.3948,19772,18666,1106,731,717.3175745,3365,1199,21,9007,3783,5224
23240,Fredericksburg,"Fredericksburg, TX Micro Area",TX,1058.197607,23870,33,739,42,0,639,885,2.41,19255,2047,5896,4804,4780,1168,413,147,132,1114,21681,12465,531,9216,11911,10717,520,492,428,743,514,677,393,567,339,859,1281,1105,1160,455,505,679,58325,,57875,,,,62750,48007,59187,33515,0.4733,7854,6903,951,931,896.4373035,1558,608,21,2946,1381,1565
23300,Freeport,"Freeport, IL Micro Area",IL,564.5661864,39059,4469,52,366,0,203,1284,2.28,31980,2269,11508,12044,4169,1438,372,180,64,1922,36751,22879,1631,13872,21222,19609,1374,1084,1278,1381,1094,843,1048,976,1140,1678,2044,2296,1558,737,690,388,48016,29478,,,,,26940,27431,51732,27453,0.4446,13468,12443,1025,639,639.8306465,2383,877,22,6435,2962,3473
23340,Fremont,"Fremont, NE Micro Area",NE,529.0640111,34548,336,348,158,60,499,734,2.33,24597,2626,8926,8482,2952,1261,216,134,53,1807,28827,19632,908,9195,18723,15289,995,729,677,729,832,935,956,651,767,1485,1764,2287,1133,594,394,361,53101,,29688,,,46250,36304,36544,56025,27494,0.4282,9552,8920,632,734,730.1899948,1510,416,19,4862,2017,2845
23380,Fremont,"Fremont, OH Micro Area",OH,408.454884,53723,1754,158,200,9,1826,1629,2.46,40884,3993,17290,13056,4419,1874,168,84,87,2979,47381,29663,1479,17718,28152,23562,1535,1095,1376,1131,1292,1283,1124,1298,1196,2189,2888,3294,1786,1005,649,421,51701,30150,23690,,,37670,28694,45193,53434,26256,0.4149,16812,15417,1395,684,669.8814815,2673,976,20,7872,3474,4398
23420,Fresno,"Fresno, CA Metro Area",CA,5958.098858,627437,47372,10961,100017,1770,151250,39323,3.16,596505,147389,136851,188858,82089,26629,10077,4612,2711,53632,727089,442178,41276,284911,400175,304624,21380,19989,16672,18703,16529,17076,13047,14570,11125,23005,30086,35192,22645,15356,15704,13545,51261,32571,40022,61069,47000,38685,49073,41192,66362,23284,0.4785,160944,80416,80528,967,991.9466871,42664,17121,23,232067,107752,124315
23460,Gadsden,"Gadsden, AL Metro Area",AL,535.2818747,82710,16212,751,739,66,751,1710,2.62,71995,11147,23665,24416,7837,3483,992,455,198,4889,83391,45330,2945,38061,42367,38777,2848,2615,2989,2819,2198,2310,2110,1818,1624,3013,3801,4758,2644,1435,919,876,44023,29107,25625,,,30600,16653,27276,48352,24065,0.4483,27882,23922,3960,669,597.8705828,4937,1731,24,17524,7462,10062
23500,Gaffney,"Gaffney, SC Micro Area",SC,393.3349498,42693,11366,103,349,25,842,1333,2.74,38066,7755,13944,11097,3517,1365,232,156,268,2942,45022,23664,1392,21358,22272,20373,2477,1594,1548,1589,1357,1466,919,990,1198,1446,1430,2068,1031,428,515,317,35836,26544,,,,34962,23427,33333,41488,21432,0.5036,14080,11769,2311,686,605.91133,2564,966,23,11431,4734,6697
23540,Gainesville,"Gainesville, FL Metro Area",FL,1224.727861,198796,53702,1006,15774,154,2267,9064,2.54,171151,13785,39648,48309,35822,19028,6779,7780,642,20942,235464,139169,8488,96295,130552,103559,12613,5171,5585,6197,5442,4763,4794,4771,3637,8045,9893,11340,6850,4567,4765,5126,48648,30100,35987,51683,,49950,46000,42058,54227,27487,0.5098,58635,45434,13201,953,985.1816401,11605,4613,23,56978,26837,30141
23580,Gainesville,"Gainesville, GA Metro Area",GA,392.9840602,166426,14540,472,3348,35,6857,4283,3.04,127116,27479,34930,34141,19036,7575,2564,1391,507,10338,151110,95561,3525,55549,91959,63931,2934,2201,2872,3023,3107,3237,3243,2942,3230,5226,7077,8877,5467,3629,3547,3319,59898,40599,83021,56875,,47679,62917,48080,66570,27625,0.4486,43871,35032,8839,931,954.3619143,9510,3508,27,28319,13103,15216
23620,Gainesville,"Gainesville, TX Micro Area",TX,874.8095265,36468,974,260,357,17,267,1228,2.53,26634,3683,8382,9098,3748,1332,256,135,47,1955,31186,20106,1005,11080,19101,15368,692,532,660,793,865,946,910,797,763,1081,1558,2061,1482,943,688,597,57646,30100,31389,35913,,36250,46781,45677,63034,28751,0.4209,10380,9087,1293,850,735.4651163,2040,509,25,5437,2298,3139
23660,Galesburg,"Galesburg, IL Micro Area",IL,716.4393349,43826,4570,162,509,0,981,951,2.25,35533,3988,12850,12113,4247,1707,464,164,219,2618,42036,22546,1276,19490,21236,20830,1563,1652,1366,1284,1334,1042,1307,1104,950,1670,2160,2405,1303,755,551,384,43709,18602,,119922,,25976,29333,29274,46028,24681,0.4519,13627,13026,601,631,603.4013605,1828,579,18,8498,4012,4486
23700,Gallup,"Gallup, NM Micro Area",NM,5450.678808,10948,488,55891,746,30,2676,2070,3.55,43920,10825,14797,13210,2759,1745,288,296,557,4042,53940,28027,4411,25913,23614,20295,3832,1688,1700,1327,1170,1249,777,633,723,1379,1618,1598,965,814,469,353,31674,,27394,56094,,57727,22763,48252,57250,15278,0.5172,14426,2074,12352,663,540.875788,2006,970,22,25986,12644,13342
23780,Garden City,"Garden City, KS Micro Area",KS,2172.540722,33315,1017,177,1504,0,3564,1312,2.92,23977,6892,5310,7711,2600,976,292,196,112,2624,29643,21314,990,8329,20324,13770,807,504,563,582,750,553,862,644,874,1157,1665,2049,1114,732,543,371,55673,80147,46000,68917,,50428,42679,48340,63030,23633,0.4091,8782,5260,3522,764,734.4627105,1819,671,14,6133,2705,3428
23820,Gardnerville Ranchos,"Gardnerville Ranchos, NV Micro Area",NV,709.7215771,42695,312,1016,686,153,1577,1389,2.31,36536,2284,8797,14903,6545,2923,796,288,92,1799,40551,22111,1137,18440,20933,20579,763,763,636,1046,796,875,781,1042,1019,1971,2521,3096,1844,1095,1166,1165,62503,42419,35300,55365,51205,48239,63434,51633,64693,36390,0.4382,14376,12945,1431,1077,1088.457198,3952,1618,24,4434,2039,2395
23860,Georgetown,"Georgetown, SC Micro Area",SC,813.8852473,39776,19263,75,321,0,1223,947,2.43,45508,5884,13212,14042,7679,3549,737,405,85,3025,51479,27222,2306,24257,24850,25111,2023,1665,1414,1696,1113,1479,1349,1202,981,1734,2015,3305,1743,1171,1084,1137,48071,29482,83409,55924,,22043,,,63159,29929,0.4948,19359,14164,5195,933,843.0632823,5386,2382,26,11160,4808,6352
23900,Gettysburg,"Gettysburg, PA Metro Area",PA,518.7608035,94449,1479,67,705,0,2991,2332,2.5,71478,8126,28949,18368,9156,5352,747,780,141,5364,83662,52679,2376,30983,50247,39221,1320,1397,1638,1425,1935,2097,1671,1905,1570,3143,4691,6106,4114,2270,2336,1603,64507,37500,,51484,,32133,60068,39696,66166,30534,0.3982,30293,29025,1268,910,837.7688172,6343,2000,28,8597,3802,4795
23940,Gillette,"Gillette, WY Micro Area",WY,4802.065505,45357,128,416,164,0,197,1446,2.69,30455,2345,10364,11884,4506,940,301,115,112,2163,35745,25905,1183,9840,24722,17488,727,561,659,692,682,618,557,580,454,773,1721,2949,2605,1540,1595,775,79916,,75991,,,76842,,66716,81523,33286,0.3865,12626,11805,821,940,937.6799671,2287,1024,21,5203,2420,2783
23980,Glasgow,"Glasgow, KY Micro Area",KY,777.2310667,50087,1753,54,173,0,235,1382,2.52,36668,6699,14935,9359,3494,1677,414,90,252,2494,42582,24226,1665,18356,22542,20963,2053,1603,1462,1487,1329,1291,1328,1422,1291,1868,1756,1718,1043,668,368,276,39774,32917,,,,,,49005,40149,20572,0.4381,14415,13788,627,643,608.6744044,2850,1211,22,12547,5611,6936
24020,Glens Falls,"Glens Falls, NY Metro Area",NY,1698.41249,119771,2877,365,1024,32,549,1690,2.37,92629,9508,32323,27308,12941,8456,1436,657,409,5249,105604,63749,3208,41855,60474,51562,2402,2702,2558,2508,2705,2265,2212,2546,2640,4389,5595,7181,4867,2803,2456,1733,57035,33056,46667,68611,,44107,50380,33684,57180,30448,0.4289,37054,36129,925,868,863.1513648,8541,3423,24,13711,6272,7439
24060,Glenwood Springs,"Glenwood Springs, CO Micro Area",CO,3918.246219,67436,531,426,812,9,5944,1289,2.68,52444,5241,13101,13845,14121,4118,1461,557,156,3492,60526,45085,1934,15441,43139,28156,1019,762,631,1079,1009,969,1229,1211,1016,2322,3273,4609,3126,1835,2215,1851,72228,,61129,104375,,64545,96662,58102,76867,38040,0.4508,18664,15986,2678,1232,1238.895912,5077,2071,29,5951,2961,2990
24100,Gloversville,"Gloversville, NY Micro Area",NY,495.4597041,50849,1085,192,382,15,468,752,2.34,38600,4872,13795,13080,3660,2732,352,109,303,2104,44067,25946,1574,18121,24360,22439,1242,1389,1248,1293,1427,1296,1093,1126,1044,2101,2451,2852,1674,900,809,494,50248,,,77500,,19737,,26373,50449,26875,0.4228,16036,15578,458,759,714.6650008,3451,1467,25,8119,3668,4451
24140,Goldsboro,"Goldsboro, NC Metro Area",NC,553.9169324,77498,37855,333,1597,46,2854,3819,2.51,82105,13051,25056,27947,11380,3590,567,514,340,6101,97777,59419,4418,38358,52418,48153,3642,3589,3113,3299,3649,2902,2798,2213,2342,3677,4722,4954,3166,1801,1151,1135,42192,31382,56728,49375,,29948,41383,30393,53244,24124,0.4707,29626,20729,8897,750,700.8042317,6475,2546,22,25847,11074,14773
24220,Grand Forks,"Grand Forks, ND-MN Metro Area",ND,3407.153195,89990,3440,2204,2195,127,1649,2386,2.25,62366,3843,16403,22785,12902,4295,1109,1029,228,6419,82077,57702,2095,24375,54271,42731,3514,2487,2289,2283,1922,1997,1822,1956,1825,3150,4018,5536,3988,2496,1913,1535,53413,30532,30507,64792,,57857,29228,55662,55356,30372,0.4664,23857,22533,1324,799,838.248384,3787,1401,15,15210,7338,7872
24260,Grand Island,"Grand Island, NE Metro Area",NE,2143.478756,76244,1660,426,733,221,4128,1317,2.56,55542,7011,17598,19206,8459,2387,604,277,169,4346,65033,45587,1829,19446,43715,32577,1641,1474,1554,1781,1454,1697,1915,1540,1351,3150,3506,4726,2940,1488,1364,996,55672,28971,48199,69917,,39922,39360,44829,59120,28017,0.4275,21703,19050,2653,725,703.117528,3346,1177,17,9731,4248,5483
24300,Grand Junction,"Grand Junction, CO Metro Area",CO,3328.934256,141076,1033,1283,1409,410,1694,3093,2.4,102669,10188,28023,36303,18441,6611,1822,1281,529,7832,120743,75574,5856,45169,69681,61033,4016,3375,3759,3188,2855,2834,3157,2825,2720,5144,6697,8221,4776,3047,2614,1805,53683,88750,19607,44052,13142,42708,51090,42145,54986,28518,0.4413,41030,36347,4683,934,931.8552217,9361,3541,20,22978,10396,12582
24330,Grand Rapids,"Grand Rapids, MN Micro Area",MN,2667.317279,41967,228,1663,186,2,87,1070,2.28,32554,2095,9832,13222,5203,1596,437,169,58,2164,36924,21311,1111,15613,20192,19346,1011,1241,1109,1102,973,969,1015,716,955,1760,2327,2487,1503,1076,687,415,53022,,29803,26875,,,75000,,53514,28636,0.4285,15462,14890,572,683,653.038105,3144,1126,23,5856,2729,3127
24340,Grand Rapids-Wyoming,"Grand Rapids-Wyoming, MI Metro Area",MI,2669.989378,884536,68125,3996,27471,323,31707,34282,2.64,683361,62386,186657,213000,146702,55756,11366,7494,2277,59050,824074,557595,25650,266479,531652,388060,18659,12974,17397,18639,17426,18750,17623,18810,16659,33290,45008,54934,36660,22312,20288,18631,61225,32679,55156,64219,31563,48309,46357,47212,64581,30277,0.4426,282718,254617,28101,860,880.5974825,48336,16850,22,117665,52810,64855
24380,Grants,"Grants, NM Micro Area",NM,4539.98434,12624,305,11318,93,6,1856,776,2.84,18136,3154,5763,6786,1552,685,153,43,89,1500,21435,11293,1736,10142,9537,8939,1015,735,690,621,580,604,466,435,295,787,743,1015,500,161,225,67,37368,,32653,,,33750,17891,38520,44213,18514,0.4496,6239,1847,4392,658,541.1111111,915,431,23,6758,3257,3501
24420,Grants Pass,"Grants Pass, OR Metro Area",OR,1638.649754,78686,379,1003,841,60,1554,2958,2.34,63006,6170,19450,26543,6689,3157,751,246,87,3827,70981,34148,2805,36833,31292,35978,3195,2347,2383,2174,2295,2492,1756,2048,1534,2746,4221,4280,1849,742,896,1020,43046,48125,41058,61250,,43597,19167,39104,43644,24763,0.4644,24021,22307,1714,860,849.4689303,6883,3076,20,15670,7508,8162
